FID,FireName,FireNo,Label,StartDate,EndDate,area_ha
16821,Koukandowie South,NOC00029,2000-01 Wildfire,23/09/2000,27/09/2000,773.7903927
16822,Flaggy Creek 2,NOC00033,2000-01 Wildfire,30/09/2000,8/10/2000,3315.929964
16823,Dog Falls,NOC00036,2000-01 Wildfire,2/10/2000,7/10/2000,648.5250735
16824,Thora Fire,NOC00039,2000-01 Wildfire,5/10/2000,5/10/2000,41.0931374
16825,Upper Lankey's Creek,NOC00040,2000-01 Wildfire,24/12/2000,1/01/2001,1105.451463
16826,Crummys Fire,NOC00041,2000-01 Wildfire,13/01/2001,17/01/2001,30.54574395
16827,Mattiers Ck,NOC00042,2000-01 Wildfire,15/01/2001,17/01/2001,1009.780967
16828,Candole Ck,NOC00043,2000-01 Wildfire,26/01/2001,29/01/2001,45.51516881
16829,Somervale Flat,NOC00044,2000-01 Wildfire,26/01/2001,29/01/2001,75.85496608
16830,Biscuit Creek,NOC00045,2000-01 Wildfire,27/01/2001,28/01/2001,1.34590442
16831,Blackswamp Ck,NOC00046,2000-01 Wildfire,12/02/2001,16/02/2001,68.90526625
16832,Julie's Road,NOC00047,2000-01 Wildfire,14/02/2001,14/02/2001,3.57132729
16833,Carson's North,NOC00049,2000-01 Wildfire,7/10/2000,7/10/2000,0.79170973
16834,Eureka Island,NOC00054,2000-01 Wildfire,8/01/2001,11/01/2001,19.35929951
16835,Nor Not 00005,NOT00005,2000-01 Wildfire,1/01/1970,1/01/1970,3397.414612
16836,Nor Not 00007,NOT00007,2000-01 Wildfire,1/01/1970,1/01/1970,4731.252727
16837,Nor Not 00012,NOT00012,2000-01 Wildfire,1/01/1970,1/01/1970,59219.66009
16838,Nor Not 00013,NOT00013,2000-01 Wildfire,1/01/1970,1/01/1970,1778.09922
16839,Nor Not 00018,NOT00018,2000-01 Wildfire,1/01/1970,1/01/1970,6730.76636
16840,Cells River,NOT00028,2000-01 Wildfire,29/09/2000,18/10/2000,2394.827972
16841,Woodenbong,NRR00001,2000-01 Wildfire,1/08/2000,4/08/2000,43.97842997
16842,Little O'Donnel,NRR00002,2000-01 Wildfire,4/08/2000,4/08/2000,28.28806862
16843,Bungawalbin NP,NRR00003,2000-01 Wildfire,25/08/2000,6/09/2000,319.2246815
16844,Hogarth Range Road,NRR00004,2000-01 Wildfire,23/08/2000,23/08/2000,12.2759763
16845,Cudgen,NRR00005,2000-01 Wildfire,26/08/2000,27/08/2000,0.32683572
16846,Cudgen,NRR00005,2000-01 Wildfire,26/08/2000,27/08/2000,38.99835253
16847,Cudgen,NRR00005,2000-01 Wildfire,26/08/2000,27/08/2000,9.68832431
16848,Broadwater,NRR00006,2000-01 Wildfire,27/08/2000,11/10/2000,86.57272003
16849,Serendipity,NRR00007,2000-01 Wildfire,29/08/2000,6/09/2000,166.5164587
16850,Serendipity,NRR00007,2000-01 Wildfire,29/08/2000,6/09/2000,30.54261405
16851,Tyagarah Nature Reserve,NRR00008,2000-01 Wildfire,29/08/2000,29/08/2000,3.47193483
16852,Mooball NP,NRR00009,2000-01 Wildfire,3/08/2000,14/09/2000,35.94905194
16853,Manns Road,NRR00010,2000-01 Wildfire,3/09/2000,3/09/2000,0.69852408
16854,Manns Road,NRR00010,2000-01 Wildfire,3/09/2000,3/09/2000,0.67035275
16855,Manns Road,NRR00010,2000-01 Wildfire,3/09/2000,3/09/2000,1.7719824
16856,O'Donnell Ck,NRR00011,2000-01 Wildfire,5/09/2000,13/09/2000,97.95113673
16857,Rockface Road,NRR00012,2000-01 Wildfire,2/09/2000,14/09/2000,20.69967951
16858,Roseberry Ck,NRR00013,2000-01 Wildfire,6/09/2000,13/09/2000,513.3194716
16859,Gorge Ck,NRR00014,2000-01 Wildfire,6/09/2000,11/09/2000,15.22192804
16860,Gorge Ck,NRR00014,2000-01 Wildfire,6/09/2000,11/09/2000,52.32236797
16861,Gorge Ck,NRR00014,2000-01 Wildfire,6/09/2000,11/09/2000,18.0664696
16862,Tucki Tucki,NRR00015,2000-01 Wildfire,6/09/2000,8/09/2000,0.78255129
16863,Gumma Garra,NRR00016,2000-01 Wildfire,9/09/2000,16/09/2000,3316.511764
16864,Mt Nardi,NRR00017,2000-01 Wildfire,1/01/1970,1/01/1970,92.00566833
16865,Sextonville,NRR00018,2000-01 Wildfire,18/09/2000,21/09/2000,4.31075545
16866,Main Creek,NRR00019,2000-01 Wildfire,20/08/2000,14/09/2000,626.5562313
16867,Main Creek,NRR00019,2000-01 Wildfire,20/08/2000,20/08/2000,59.44906917
16868,Camridge Plateau,NRR00020,2000-01 Wildfire,1/01/1970,12/10/2000,337.3451441
16869,Doubtful Ck,NRR00022,2000-01 Wildfire,8/09/2000,12/10/2000,7.04208197
16870,Captains Ck,NRR00023,2000-01 Wildfire,23/09/2000,9/10/2000,456.1495318
16871,Short Cut Road,NRR00024,2000-01 Wildfire,7/10/2000,14/10/2000,400.9644745
16872,Short Cut Road,NRR00024,2000-01 Wildfire,7/10/2000,14/10/2000,142.6510227
16873,Tuckerbox Road,NRR00025,2000-01 Wildfire,24/09/2000,26/09/2000,145.7646001
16874,Sandy Hill,NRR00026,2000-01 Wildfire,24/09/2000,24/09/2000,44.80429089
16875,Five Ways,NRR00027,2000-01 Wildfire,28/11/2000,6/12/2000,42.30622865
16876,Branch Ck,NRR00028,2000-01 Wildfire,1/12/2000,29/11/2000,62.66254848
16877,Z Spur,NRR00029,2000-01 Wildfire,1/12/2000,14/12/2000,202.9710616
16878,Wilsons Peak,NRR00030,2000-01 Wildfire,1/01/1970,9/12/2000,164.0232389
16879,Wallaby Creek,NRR00031,2000-01 Wildfire,6/12/2000,8/12/2000,92.93968445
16880,Hastings Point,NRR00032,2000-01 Wildfire,13/09/2000,14/09/2000,43.18130792
16881,Mount Glennie,NRR00033,2000-01 Wildfire,13/01/2001,19/01/2001,80.01865895
16882,Border Loop,NRR00034,2000-01 Wildfire,7/12/2000,7/12/2000,24.81596303
16883,Sextonville Road (2),NRR00035,2000-01 Wildfire,8/01/2001,1/01/1970,0.43643885
16884,Bar,NRR00037,2000-01 Wildfire,14/09/2000,21/09/2000,871.992933
16885,Wire Gate,NRR00038,2000-01 Wildfire,23/01/2001,26/01/2001,11.20760681
16886,TELFORDS,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,174.9916996
16887,NR00/24 (MUD FLAT ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,51.99791371
16888,NR00/06 (DONALDSON),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,19.46191778
16889,NR00/02 (UNUMGAR),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,4.43594263
16890,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,111.9696796
16891,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,2.35572867
16892,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,56.00671853
16893,NR00/27 (BULLDOG),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1374.766645
16894,NR00/31 (GIRARD C396-397),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,70.33715079
16895,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,23.92885617
16896,NR00/45 (MOUNT WALMSLEY),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,621.6423566
16897,NR00/32 (GRASSTREE MOUNTAIN),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1305.653656
16898,NR00/13 (MOUNT LINDESAY),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,2.33657259
16899,RED ROOT ROAD,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,5.14228828
16900,RED ROOT ROAD,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,5.03394002
16901,RED ROOT ROAD,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,5.62082603
16902,NR00/77 (WATTLE CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,10.14026914
16903,NR00/03 (BROTHER),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,145.5806928
16904,NR00/03 (BROTHER),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,6.94535297
16905,NR00/30 (KUNGURRABAR BARYULGIL,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,9.16410773
16906,NR00/29 (DULGUIGAN CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1.24855203
16907,NR00/28 (CLEVELAND CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,12.20755729
16908,NR00/73 (LIONSVILLE),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,19.2622037
16909,NR00/72 (MOUNT PICKABOOBA),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,27.23596342
16910,NR00/70 (WATERHOLE CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,233.7571592
16911,NR00/67 (RED ROCK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,0.55347332
16912,NR00/67 (RED ROCK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,0.19089025
16913,NR00/67 (RED ROCK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,2.43415725
16914,NR00/67 (RED ROCK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,26533.58424
16915,NR00/57 (BUNIJAH),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,19.66634594
16916,NR00/57 (BUNIJAH),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,684.0498792
16917,NR00/41 (MALARA),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1077.76856
16918,NR00/33 (MACLEODS CREEK ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,10.91882015
16919,MIDDLE CREEK,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,4.25123024
16920,NR00/19 (PICKABOOBA),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1039.022078
16921,NR00/14 (BOOROOK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,0.94424142
16922,NR00/14 (BOOROOK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,9.78616715
16923,NR00/14 (BOOROOK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1.74147144
16924,NR00/07 (TOONUMBAR),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1.00030905
16925,NR00/62 (MALARA CREEK),SFNSW,2000-01 Wildfire,1/01/1970,13/10/2000,6255.968116
16926,NR00/61 (DIP YARD RD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,169.5547169
16927,NR00/48 (TELEPHONE RD UNUMGAR),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,17.81492723
16928,NR00/38 (BAINS),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,93.91740748
16929,NR00/66 (BAINS 2),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,130.9867605
16930,NR00/39 (BALD KNOB 3),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,104.455661
16931,NR00/20 (BALD KNOB),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,12.79206026
16932,NR00/21 (BALD KNOB 2),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,14.53323618
16933,NR00/06 (DONALDSON),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,5.34347491
16934,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,16.01473566
16935,NR00/25 (BAILEYS),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,294.8113953
16936,NR00/22 (GLEN ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,27.24244769
16937,NR00/43 (CLIFFS),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,31.25037715
16938,NR00/46 (PEACOCK CREEK ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,21.88732369
16939,NR00/34 (YABBRA TRIANGLE),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,10.72723448
16940,NR00/11 (SMITHS CREEK - RED KN,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,102.0208522
16941,NR00/76 (CUNJEVOI RIDGE),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,116.8825752
16942,NR00/36 (MURPHYS),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,53.94888478
16943,NR00/78 (MOSQUITO CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,215.7590161
16944,NR00/79 (BLACK SWAMP ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,59.43080315
16945,NR00/40 (BARNEYS CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1228.784954
16946,NR00/05 (ONE MAN ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,2.1872981
16947,NR00/56 (ELLIOTTS RD MYALL CK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,33.04772053
16948,NR00/47 (BREWERS ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,250.6080182
16949,NR00/01 (BANYABBA),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,114.2834617
16950,NR00/75 (MYALL CREEK ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,5.03488737
16951,NR00/63 (KINGSGATE NORTH),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,8.00342938
16952,NR00/60 (YUGLAMAH),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,250.3851257
16953,NR00/54 (SOLFERINO),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,648.2146135
16954,NR00/55 (DINGO CREEK KEYBARBIN,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,53.49110974
16955,BILLYS CREEK,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,220.1683645
16956,OLD BURN,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,75.62324517
16957,GLENUGIE CREEK,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,107.481842
16958,NR00/42 (TEA POT CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,4226.108362
16959,KANGAROO RIVER,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,114.8780644
16960,YOUNGS FIRE,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,43.91606467
16961,CORAMBA MT,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,20.28060005
16962,CORAMBA MT,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,22.97100175
16963,SLARKES,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,0.00493818
16964,CORAMBA MT,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,0.55568369
16965,MARIA CREEK,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,160.2766003
16966,LUCAS TRAIL PINE CREEK,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,1.33151811
16967,NR00/68 (TOOLOONKI CREEK),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,12.28883183
16968,BRUXNER PARK,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,31.44882014
16969,GOSSIPS ROAD,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,7.32046138
16970,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,215.752301
16971,MOONPAR,SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,612.3369115
16972,NR00/23 (KEYBARBIN),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,35.30279538
16973,NR00/26 (McNAMARAS),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,20.56161257
16974,NR00/44 (LANDS END ROAD),SFNSW,2000-01 Wildfire,1/01/1970,1/01/1970,220.4672538
16975,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,77.28336724
16976,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,117.6227446
16977,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,565.9508653
16978,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,66.53981376
16979,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,13.14475074
16980,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,33.27695741
16981,Data from Celeste Lees, ,2000-01 Wildfire,1/01/1970,1/01/1970,44.24861822
16982, , ,2000-01 Wildfire,,,5099.425275
16983,Kosekai, ,2000-01 Wildfire,7/09/2000,17/09/2000,1984.055854
16984,Combadjha, ,2000-01 Wildfire,1/01/1970,1/01/1970,253.2062482
16985, , ,2000-01 Wildfire,,,617.117126
16986, , ,2000-01 Wildfire,,,294.3273252
16987, , ,2000-01 Wildfire,,,225.3970159
16988,North end, ,2000-01 Wildfire,28/08/2000,29/08/2000,0.75210051
16989,Needlebark, ,2000-01 Wildfire,11/09/2000,12/09/2000,9.77564221
16990,Settlersway, ,2000-01 Wildfire,8/09/2000,14/09/2000,670.8790629
16991,Davis Road, ,2000-01 Wildfire,27/08/2000,4/09/2000,287.2092764
16992,Fishermans Reach, ,2000-01 Wildfire,8/09/2000,15/09/2000,2128.480471
16993,Parrabel Creek, ,2000-01 Wildfire,27/08/2000,19/09/2000,653.1208651
16994,Andersons Road, ,2000-01 Wildfire,30/08/2000,11/09/2000,1475.103862
16995,Talawahl South, ,2000-01 Wildfire,1/01/1970,11/09/2000,23.1906631
16996,Talawahl South, ,2000-01 Wildfire,1/01/1970,11/09/2000,38.53145032
16997,Great Swamp, ,2000-01 Wildfire,14/12/2000,18/09/2000,368.6661436
16998,Mocking Bird Quarry, ,2000-01 Wildfire,31/08/2000,11/09/2000,5.30025921
16999,Bosanquets Trail, ,2000-01 Wildfire,29/08/2000,31/08/2000,320.2167105
17000,Cooperabung Range, ,2000-01 Wildfire,27/09/2000,29/09/2000,37.89468886
17001,Jasper, ,2000-01 Wildfire,4/09/2000,4/09/2000,184.2130895
17002,Jasper, ,2000-01 Wildfire,4/09/2000,4/09/2000,6.28381229
17003,Mt Seaview, ,2000-01 Wildfire,30/08/2000,4/09/2000,1046.739884
17004,Jacks Crossing, ,2000-01 Wildfire,29/08/2000,30/08/2000,3.71848622
17005,Quarry/Illa-langi/Rocky Road, ,2000-01 Wildfire,8/08/2000,2/10/2000,1484.153695
17006,Combatine Creek, ,2000-01 Wildfire,20/09/2000,10/10/2000,1170.6563
17007,Graeme's, ,2000-01 Wildfire,5/10/2000,10/10/2000,637.5236247
17008,Mooral Creek, ,2000-01 Wildfire,1/01/1970,13/10/2000,1641.528496
17009,Candoaramakh Creek, ,2000-01 Wildfire,2/10/2000,5/10/2000,1109.819974
17010,The Roll Over, ,2000-01 Wildfire,18/09/2000,24/09/2000,1683.789139
17011,Flying fox cutting, ,2000-01 Wildfire,7/10/2000,14/10/2000,2075.659119
17012, , ,2000-01 Wildfire,,,287.667328
17013, , ,2000-01 Wildfire,,,1029.955664
17014, , ,2000-01 Wildfire,,,80.42839026
17015,Pounds Creek, ,2000-01 Wildfire,11/09/2000,1/01/1970,17010.0021
17016, , ,2000-01 Wildfire,,,102.8422045
17017, , ,2000-01 Wildfire,,,1368.647672
17018, , ,2000-01 Wildfire,,,189.3361029
17019, , ,2000-01 Wildfire,,,254.9856053
17020, , ,2000-01 Wildfire,,,188.9148584
17021, , ,2000-01 Wildfire,,,133.7236833
17022, , ,2000-01 Wildfire,,,131.9800135
17023, , ,2000-01 Wildfire,,,2021.204813
17024, , ,2000-01 Wildfire,,,10768.64603
17025, , ,2000-01 Wildfire,,,567.3630862
17026, , ,2000-01 Wildfire,,,349.2510346
17027,Mt Hyland, ,2000-01 Wildfire,1/01/1970,17/09/2000,444.0592434
17028, , ,2000-01 Wildfire,,,93.50923345
17029,Woodford Island, ,2000-01 Wildfire,18/09/2000,1/01/1970,121.1431499
17030, , ,2000-01 Wildfire,,,1877.142049
17031, , ,2000-01 Wildfire,,,470.6724737
17032, , ,2000-01 Wildfire,,,816.6857147
17033, , ,2000-01 Wildfire,,,90.08974491
17034, , ,2000-01 Wildfire,,,27.49884031
17035, , ,2000-01 Wildfire,,,216.5651091
17036, , ,2000-01 Wildfire,,,568.728301
17037, , ,2000-01 Wildfire,,,706.7616337
17038, , ,2000-01 Wildfire,,,765.6333545
17039, , ,2000-01 Wildfire,,,24.76818772
17040, , ,2000-01 Wildfire,,,3611.024075
17041, , ,2000-01 Wildfire,,,82.14755074
17042, , ,2000-01 Wildfire,,,3195.186714
17043, , ,2000-01 Wildfire,,,1543.756227
17044, , ,2000-01 Wildfire,,,1760.298269
17045, , ,2000-01 Wildfire,,,1111.135237
17046, , ,2000-01 Wildfire,,,458.7118141
17047, , ,2000-01 Wildfire,,,744.0806624
17048, , ,2000-01 Wildfire,,,334.3828832
17049, , ,2000-01 Wildfire,,,142.0940654
17050,Redbank, ,2000-01 Wildfire,1/01/1970,1/01/1970,1427.585719
17051,Dyamberin, ,2000-01 Wildfire,30/09/2000,1/01/1970,102.6195857
17052,Combaine Creek, ,2000-01 Wildfire,25/09/2000,10/10/2000,2227.924059
17053,Rowes Mistake, ,2000-01 Wildfire,30/09/2000,6/10/2000,236.5842991
17054, , ,2000-01 Wildfire,,,193.6244096
17055,Mosquito Creek 2, ,2000-01 Wildfire,1/01/1970,1/01/1970,338.1622155
17056,Cunglebung Complex, ,2000-01 Wildfire,2/10/2000,26/10/2000,25937.08006
17057, , ,2000-01 Wildfire,,,25.39415302
17058,Guy Fawkes Complex, ,2000-01 Wildfire,30/08/2000,1/01/1970,8.178e-05
17059, , ,2000-01 Wildfire,,,259.9430021
17060, ,HG01/054,2000-01 Wildfire,15/12/2000,8/04/2001,195.2898218
17061, ,HG01/007,2000-01 Wildfire,4/09/2000,5/09/2000,98.85812845
17062, ,HG01/035,2000-01 Wildfire,1/10/2000,10/10/2000,1240.077767
17063, ,HG01/036,2000-01 Wildfire,7/10/2000,15/10/2000,192.8791942
17064, ,HG01/023,2000-01 Wildfire,20/09/2000,26/09/2000,104.0182386
17065, ,HB01/030,2000-01 Wildfire,5/10/2000,12/10/2000,165.7197479
17066, ,HD01/019,2000-01 Wildfire,16/09/2000,27/03/2001,1460.499006
17067, ,HD01/026,2000-01 Wildfire,2/10/2000,14/10/2000,619.2131744
17068, ,HD01/029,2000-01 Wildfire,2/10/2000,10/04/2001,375.4809519
17069, ,HD01/025,2000-01 Wildfire,1/10/2000,1/10/2000,1.76714823
17070, ,HB01/008,2000-01 Wildfire,5/09/2000,5/09/2000,3.85602377
17071, ,HB01/015,2000-01 Wildfire,8/09/2000,13/09/2000,593.6448111
17072, ,HB01/016,2000-01 Wildfire,13/09/2000,15/09/2000,5.02602978
17073, ,HB01/021,2000-01 Wildfire,22/09/2000,22/09/2000,96.97729864
17074, ,HB01/057,2000-01 Wildfire,21/01/2001,1/02/2001,85.16706993
17075, ,HB01/014,2000-01 Wildfire,12/09/2000,13/09/2000,270.8578099
17076, ,HB01/020,2000-01 Wildfire,17/09/2000,17/03/2001,309.172777
17077, ,HB01/033,2000-01 Wildfire,7/10/2000,1/12/2000,426.8538655
17078, ,HB01/010,2000-01 Wildfire,5/09/2000,17/09/2000,119.4300075
17079, ,HB01/027,2000-01 Wildfire,30/09/2000,1/10/2000,1.37605506
17080, ,HB01/052,2000-01 Wildfire,22/12/2000,31/01/2001,0.12216136
17081, ,HB01/022,2000-01 Wildfire,18/09/2000,22/09/2000,317.1897989
17082, ,HB01/038,2000-01 Wildfire,23/10/2000,6/11/2000,14.66260668
17083, ,HB01/045,2000-01 Wildfire,10/12/2000,22/02/2001,42.82124447
17084,Guy Fawkes Complex - East,NOC00031,2000-01 Wildfire,30/08/2000,1/01/1970,22045.70463
17085,Guy Fawkes Complex,NOC00031,2000-01 Wildfire,30/08/2000,1/01/1970,34055.12798
17086,Guy Fawkes Complex - Chaelundi,NOC00031,2000-01 Wildfire,30/08/2000,30/09/2000,15658.24719
17087,Met Station,HUN00007,2000-01 Wildfire,11/09/2000,11/09/2000,7.7154025
17088,Marine Drive,HUN00012,2000-01 Wildfire,2/10/2000,3/10/2000,27.27923086
17089,Thompson Road,NRR01017,2000-01 Wildfire,12/01/2001,1/01/1970,8693.494652
17090,Cosy Corner,NRR01023,2000-01 Wildfire,3/01/2001,3/01/2001,0.38918648
17091,Hrb : Post Logging, ,2000-01 Wildfire,1/06/2001,1/01/1970,16.08735867
17092,Hrb - Post Logging, ,2000-01 Wildfire,1/06/2001,1/01/1970,41.30538304
17093,Hrb - Post Logging, ,2000-01 Wildfire,1/06/2001,1/01/1970,39.19375638
17094, , ,2000-01 Wildfire,13/06/2001,13/06/2001,235.3265255
17095,Watchimbark Creek, ,2000-01 Wildfire,30/11/2000,30/09/2000,446.1287933
20416, ,HM01/037,2000-01 Wildfire,20/10/2000,20/10/2000,2.23245012
20417, ,HM01/042,2000-01 Wildfire,9/11/2000,10/11/2000,3.63431463
20418, ,HM01/049,2000-01 Wildfire,5/01/2001,5/01/2001,3.59210386
20419, ,HM01/001,2000-01 Wildfire,19/07/2000,19/07/2000,3.76306682
20420, ,HM01/001A,2000-01 Wildfire,27/08/2000,27/08/2000,59.26929061
20421, ,HM01/047,2000-01 Wildfire,30/12/2000,2/01/2001,2.26421404
20422, ,HM01/050,2000-01 Wildfire,11/01/2001,5/02/2001,26.69254717
20423, ,HM01/056,2000-01 Wildfire,21/01/2001,5/03/2001,1.28445108
20424, ,HM01/003,2000-01 Wildfire,31/08/2000,1/09/2000,4.6161934
20425, ,HM01/048,2000-01 Wildfire,3/01/2001,6/01/2001,0.59400603
20426, ,HM01/053,2000-01 Wildfire,12/01/2001,14/01/2001,53.61728072
20427, ,HM01/040,2000-01 Wildfire,27/10/2000,30/10/2000,0.92005539
20428, ,HM01/043,2000-01 Wildfire,29/11/2000,30/11/2000,0.77907772
20429, ,HM01/002,2000-01 Wildfire,31/08/2000,1/09/2000,7.10266594
20430, ,HM01/013,2000-01 Wildfire,11/09/2000,11/09/2000,0.39440261
20431, ,HM01/004,2000-01 Wildfire,1/09/2000,1/09/2000,9.88658748
20432, ,HM01/005,2000-01 Wildfire,3/09/2000,4/09/2000,9.41776108
20433, ,HM01/009,2000-01 Wildfire,5/09/2000,5/09/2000,15.1210693
20434, ,HM01/034,2000-01 Wildfire,8/10/2000,10/10/2000,50.65140978
20435, ,HM01/012,2000-01 Wildfire,10/09/2000,10/09/2000,39.29207245
20436, ,HM01/055,2000-01 Wildfire,15/01/2001,9/04/2001,7.08900877
20437, ,HM01/006,2000-01 Wildfire,4/09/2000,13/09/2000,138.7715761
20438, ,HM01/018,2000-01 Wildfire,15/09/2000,15/09/2000,36.44109327
20439, ,HM01/017,2000-01 Wildfire,14/09/2000,14/09/2000,5.51807486
20623, ,HM01/051,2000-01 Wildfire,22/01/2001,25/01/2001,575.8146873
20624, ,HM01/041,2000-01 Wildfire,8/11/2000,9/11/2000,4.82890168
20625, ,HM01/060,2000-01 Wildfire,25/01/2001,19/02/2001,6.49656685
20626, ,HM01/028,2000-01 Wildfire,3/10/2000,4/10/2000,6.63525692
20627, ,HM01/032,2000-01 Wildfire,7/10/2000,13/10/2000,121.7095164
20628, ,HM01/024,2000-01 Wildfire,20/09/2000,24/09/2000,36.95125347
20629, ,HM01/039,2000-01 Wildfire,25/10/2000,3/11/2000,233.2920661
20630, ,HM01/044,2000-01 Wildfire,6/12/2000,13/12/2000,88.47720569
